20131216,515.3800,517.3600,511.4500,514.7000,374200
20131217,512.6400,518.0000,509.3500,515.7900,288900
20131218,516.8900,517.0000,506.4400,510.0500,327200
20131219,514.5800,521.2300,514.0000,517.0000,321400
20131220,533.1400,533.7700,515.8600,517.2800,861100
20131223,531.0300,537.0000,527.9400,535.5000,349900
20131224,533.1100,534.0000,529.9900,529.9900,104700
20131226,535.4300,535.7600,530.4400,532.5900,210800
20131227,530.7500,536.8400,529.6500,536.8400,238500
20131230,532.0400,534.5900,528.0100,530.3300,263100
20131231,532.7800,534.0700,529.5100,533.8000,197300
20140102,523.4300,532.9600,521.5300,530.0000,456500
20140103,531.3100,534.0100,523.4800,524.0000,409100
20140106,527.3200,534.7200,523.0800,534.7200,415100
20140107,533.0600,535.7000,526.3700,528.8000,308800
20140108,535.8500,536.1900,528.0900,529.5000,411300
20140109,541.0300,548.1400,536.1500,536.9500,529800
20140110,538.5700,544.8700,536.7100,542.0800,379200
20140113,529.8000,544.4900,526.3700,539.7100,510300
20140114,530.2800,533.4700,526.4200,531.9800,373200
20140115,532.2500,535.2900,529.8000,534.0000,243000
20140116,529.5100,534.1900,527.8100,532.8700,260300
20140117,527.6100,535.6400,526.0800,535.6400,403700
20140121,525.5700,531.7600,523.2100,531.7100,386600
20140122,515.9500,529.0000,513.2900,528.5300,623300
20140123,503.4500,513.9500,498.5600,512.8000,1062200
20140124,492.4800,502.3400,489.5000,495.2600,893200
20140127,489.3100,497.0000,482.7000,492.3600,563200
20140128,491.8700,498.7800,488.7300,491.9500,397900
20140129,484.5000,492.0400,480.8700,490.0000,657600
20140130,493.9600,499.4300,485.4000,486.9600,1260500
20140131,551.9600,568.9000,546.1000,553.4200,2134700
20140203,543.2000,553.7800,535.3500,550.2100,1071100
20140204,540.5900,546.7400,536.4600,546.4600,556800
20140205,542.4300,544.4900,531.0000,538.8100,498300
20140206,544.4700,554.8500,542.0500,542.6100,449500
20140207,549.2900,550.5500,540.0600,543.2800,494100
20140210,548.0900,552.4800,543.0000,552.4800,344200
20140211,544.8600,551.8000,544.0200,548.2800,410900
20140212,545.7400,551.7600,539.6100,548.9500,485200
20140213,557.6500,561.5100,539.0000,539.6100,533000
20140214,554.1100,558.9700,547.0000,552.0000,330000
20140218,552.8600,556.3900,550.3900,551.1700,303700
20140219,552.1800,560.8500,551.0600,553.8200,417500
20140220,550.2800,554.9500,548.5100,551.1100,305800
20140221,549.4900,555.2000,548.5700,551.3800,408400
20140224,554.3800,556.6000,549.1600,550.9500,279500
20140225,554.6200,560.4400,553.3500,557.0500,336600
20140226,555.1200,563.4800,550.1300,557.0600,550900
20140227,561.1400,562.0000,551.6400,551.6400,305800
20140228,565.2100,573.1600,559.4900,562.2500,676400
20140303,554.6000,563.9500,551.7000,561.0000,527300
20140304,584.8300,585.9600,559.1200,561.4800,1003800
20140305,581.2500,585.9900,578.5000,585.0000,554800
20140306,593.2700,594.5000,583.7000,584.1100,635900
20140307,593.4100,599.9700,587.6800,599.8000,308100
20140310,587.9600,593.9400,585.2800,589.8200,362000
20140311,584.2700,593.6500,583.0000,589.0400,303500
20140312,588.7000,588.7500,577.3700,583.2800,244900
20140313,579.5000,591.9000,577.8200,589.4700,312200
20140314,575.9600,582.1000,572.0000,575.0200,334000
20140317,576.2600,580.9000,572.5100,580.4600,261700
20140318,592.5400,595.2100,578.0300,582.3500,601200
20140319,596.5000,598.4600,588.5200,588.5200,442700
20140320,611.5800,614.2000,595.6700,595.6900,806700
20140321,611.1200,622.9000,607.3600,616.4700,778400
20140324,588.5400,613.0900,585.5800,610.2100,820000
20140325,570.6800,593.1000,565.5000,590.1200,979800
20140326,563.8800,575.9500,563.7800,573.4500,582700
20140327,559.1800,566.0700,554.2500,564.0000,554900
20140328,567.1700,573.9900,560.8000,561.5000,538400
20140331,568.0500,570.9800,565.0000,570.7400,442000
20140401,578.9700,580.2500,568.0100,568.0100,313000
20140402,576.2100,582.5600,572.2000,582.5500,297200
20140403,570.8900,582.8400,565.5000,579.0200,411000
20140404,555.1600,571.3000,551.0400,571.0000,687100
20140407,535.5900,554.9900,529.2000,550.0000,804100
20140408,550.7300,552.9900,539.1300,540.0000,579300
20140409,556.4000,556.8000,547.0600,552.2600,410400
20140410,534.0100,556.1400,533.9300,555.0900,600000
20140411,534.8700,543.5000,526.7500,528.0200,988000
20140414,540.9800,546.5000,534.1100,540.4900,442000
20140415,540.5400,549.6500,532.0000,543.2400,487900
20140416,552.4000,553.6000,540.0000,545.0000,631500
20140417,519.6100,588.6900,518.5200,582.7000,3882500
20140421,506.5400,522.0000,505.7000,521.7200,1373600
20140422,512.6700,514.1700,504.1300,508.3500,913900
20140423,504.0500,511.9500,502.0300,511.0100,482600
20140424,507.6000,511.3000,503.2700,508.6000,530700
20140425,502.3100,507.2500,498.4900,507.2500,404000
20140428,476.2800,502.5600,472.4100,502.5600,1436000
